time_point,player1_x,player1_y,player2_x,player2_y,stag_x,stag_y,rabbit_x,rabbit_y,value,event,p1_belief_p2_stag,p2_belief_p1_stag,p1_coord_prob,p2_coord_prob,p1_cross_trial_expectation,p2_cross_trial_expectation,p1_EU_stag,p1_EU_rabbit,p1_P_choose_stag,p1_P_choose_rabbit,p1_choice_entropy,p1_goal_conflict,p1_P_coord,p1_timing_alignment,p1_dist_to_stag,p1_dist_to_rabbit,p2_EU_stag,p2_EU_rabbit,p2_P_choose_stag,p2_P_choose_rabbit,p2_choice_entropy,p2_goal_conflict,p2_P_coord,p2_timing_alignment,p2_dist_to_stag,p2_dist_to_rabbit,trial_num
1724460676.6800325,-123.0,-123.0,123.0,123.0,123.0,-123.0,-123.0,123.0,2.0,0.0,0.5,0.5,0.5,0.5,0.05,0.2709375,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,246.0,246.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,246.0,246.0,9
1724460676.7136474,-123.0,-123.0,123.0,123.0,123.0,-123.0,-123.0,123.0,2.0,0.0,0.5,0.5,0.5,0.5,0.05,0.2709375,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,246.0,246.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,246.0,246.0,9
1724460676.7648404,-123.0,-127.0,118.0,123.0,126.0,-127.0,-124.0,120.0,2.0,0.0,0.24070319064361237,0.8081636786602994,0.2406963852041768,0.8081408293206024,0.05,0.2709375,0.4813927704083509,1.0,0.26168782337984253,0.7383121766201575,0.5748149342738736,0.5233756467596851,0.24069638520417544,0.999971726841598,249.0,247.00202428320299,1.6162816586411957,1.0,0.7742668998277593,0.2257331001722406,0.5340689715831619,0.45146620034448126,0.8081408293205978,0.999971726841598,250.12796724876648,242.0185943269649,9
1724460676.8104477,-121.0,-133.0,112.0,123.0,129.0,-131.0,-127.0,118.0,2.0,0.0,0.10853235770609518,0.95534843213921,0.10848221289679753,0.9549070359882837,0.05,0.2709375,0.21696442579357503,1.0,0.17277720208728856,0.8272227979127115,0.4602626063607992,0.34555440417457706,0.10848221289678751,0.9995379736479746,250.0079998720041,251.07170290576354,1.909814071976391,1.0,0.8605215012793845,0.1394784987206155,0.40401567823067197,0.2789569974412309,0.9549070359881955,0.9995379736479746,254.568261965234,239.0522955338434,9
1724460676.8512857,-120.0,-136.0,111.0,123.0,132.0,-135.0,-128.0,115.0,2.0,0.0,0.04716863851947536,0.99,0.04711946234400099,0.988967864766766,0.05,0.2709375,0.09423892468798231,1.0,0.1404542606761386,0.8595457393238614,0.4057872435395572,0.2809085213522773,0.047119462343991156,0.9989574391581412,252.00198411917316,251.127457678367,1.9779357295331195,1.0,0.8760854546006955,0.12391454539930448,0.374652564399158,0.24782909079860893,0.9889678647665597,0.9989574391581412,258.8532402733255,239.13385373049965,9
1724460676.8920374,-120.0,-139.0,110.0,123.0,135.0,-139.0,-129.0,112.0,2.0,0.0,0.020159691821221445,0.99,0.020129664239672135,0.9885254087216491,0.05,0.2709375,0.040259328479332265,1.0,0.12791941446944505,0.872080585530555,0.3824123740307347,0.25583882893889,0.020129664239666133,0.9985105138599538,255.0,251.16130275183716,1.9770508174427086,1.0,0.8758931950452328,0.12410680495476722,0.37502842920587776,0.24821360990953445,0.9885254087213543,0.9985105138599538,263.1900454044567,239.25300416086733,9
1724460676.9331062,-120.0,-145.0,108.0,123.0,138.0,-143.0,-132.0,110.0,2.0,0.0,0.01,0.99,0.009979204782219862,0.9879412734397662,0.05,0.2709375,0.019958409564431415,1.0,0.12345804576909739,0.8765419542309028,0.37375874898451533,0.2469160915381946,0.009979204782215707,0.9979204782215707,258.00775182152955,255.28219679405768,1.97588254687871,1.0,0.8756389798046383,0.12436102019536166,0.3755248945440346,0.24872204039072332,0.987941273439355,0.9979204782215707,267.686383665662,240.3518254559345,9
1724460676.974339,-120.0,-148.0,107.0,123.0,141.0,-147.0,-133.0,107.0,2.0,0.0,0.01,0.99,0.009972507657155185,0.9872782580583632,0.05,0.2709375,0.019945015314299385,1.0,0.1234551468497965,0.8765448531502036,0.37375306682272236,0.24691029369959294,0.009972507657149693,0.9972507657149693,261.0019157017818,255.3311575190149,1.974556516115639,1.0,0.8753498947961975,0.12465010520380249,0.3760887371097774,0.24930021040760497,0.9872782580578195,0.9972507657149693,272.13232075591463,240.53274205396653,9
1724460677.0153906,-120.0,-151.0,106.0,123.0,144.0,-151.0,-134.0,104.0,2.0,0.0,0.01,0.99,0.009964656569083479,0.9865010003392644,0.05,0.2709375,0.019929313138152847,1.0,0.12345174850023387,0.8765482514997662,0.37374640563050393,0.24690349700046765,0.009964656569076424,0.9964656569076423,264.0,255.38402455909414,1.9730020006771318,1.0,0.8750102647339268,0.12498973526607317,0.37675018632483237,0.2499794705321463,0.9865010003385659,0.9964656569076423,276.6224864323217,240.75090861718465,9
1724460677.0565755,-120.0,-155.0,105.0,123.0,148.0,-154.0,-137.0,102.0,2.0,0.0,0.01,0.99,0.009966350252135927,0.9866686749614568,0.05,0.2709375,0.019932700504258417,1.0,0.12345248160545803,0.876547518394542,0.3737478426179018,0.24690496321091604,0.009966350252129209,0.9966350252129208,268.00186566514793,257.5616431070434,1.9733373499215832,1.0,0.8750835987700346,0.12491640122996536,0.3766074534066796,0.24983280245993078,0.9866686749607916,0.9966350252129208,280.3176769310134,242.90944814889355,9
