time_point,player1_x,player1_y,player2_x,player2_y,stag_x,stag_y,rabbit_x,rabbit_y,value,event,p1_belief_p2_stag,p2_belief_p1_stag,p1_coord_prob,p2_coord_prob,p1_cross_trial_expectation,p2_cross_trial_expectation,p1_EU_stag,p1_EU_rabbit,p1_P_choose_stag,p1_P_choose_rabbit,p1_choice_entropy,p1_goal_conflict,p1_P_coord,p1_timing_alignment,p1_dist_to_stag,p1_dist_to_rabbit,p2_EU_stag,p2_EU_rabbit,p2_P_choose_stag,p2_P_choose_rabbit,p2_choice_entropy,p2_goal_conflict,p2_P_coord,p2_timing_alignment,p2_dist_to_stag,p2_dist_to_rabbit,trial_num
1724460668.1123435,-203.0,203.0,203.0,-203.0,203.0,203.0,-203.0,-203.0,2.0,0.0,0.5,0.5,0.5,0.5,0.05,0.531875,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,406.0,406.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,406.0,406.0,8
1724460668.1459394,-203.0,203.0,203.0,-203.0,203.0,203.0,-203.0,-203.0,2.0,0.0,0.5,0.5,0.5,0.5,0.05,0.531875,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,406.0,406.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,406.0,406.0,8
1724460668.1966588,-201.0,193.0,198.0,-200.0,204.0,198.0,-202.0,-200.0,2.0,0.0,0.43731179961247074,0.3465844093292386,0.4368378244789489,0.3462087679863021,0.05,0.531875,0.8736756489577084,1.0,0.4371716709848866,0.5628283290151134,0.6852314742234398,0.8743433419697733,0.4368378244788542,0.998916162028931,405.0308630215727,393.0012722625717,0.6924175359724541,1.0,0.35088191019185566,0.6491180898081443,0.6479908671080552,0.7017638203837113,0.3462087679862271,0.998916162028931,398.0452235613436,400.0,8
1724460668.2413042,-200.0,188.0,198.0,-200.0,205.0,193.0,-201.0,-197.0,2.0,0.0,0.43731179961247074,0.22037157061385143,0.43592194605893825,0.21967119113452657,0.05,0.531875,0.8718438921173215,1.0,0.43627046235600814,0.5637295376439918,0.6850021343655399,0.8725409247120164,0.43592194605866075,0.9968218247139875,405.0308630215727,385.0012986991083,0.4393423822687735,1.0,0.2457674023825863,0.7542325976174136,0.5576372061137593,0.49153480476517275,0.21967119113438674,0.9968218247139875,393.06233602318093,399.0112780360976,8
1724460668.2816515,-199.0,183.0,198.0,-200.0,206.0,188.0,-200.0,-194.0,2.0,0.0,0.43731179961247074,0.13056829142433657,0.4345292008342093,0.12973749022363948,0.05,0.531875,0.8690584016673092,1.0,0.4349008332234812,0.5650991667765187,0.6846472670552866,0.8698016664469626,0.4345292008336546,0.9936370370493501,405.0308630215727,377.0013262576141,0.2594749804469477,1.0,0.18526886947591018,0.8147311305240897,0.47928958755052203,0.3705377389518204,0.12973749022347386,0.9936370370493501,388.0824654632054,398.0452235613436,8
1724460668.322279,-198.0,178.0,198.0,-200.0,207.0,183.0,-201.0,-191.0,2.0,0.0,0.43731179961247074,0.07282938577326165,0.4326650896158831,0.07205552822993022,0.05,0.531875,0.8653301792299175,1.0,0.43306921925078223,0.5669307807492179,0.6841607705891919,0.8661384385015644,0.43266508961495875,0.9893743777285915,405.0308630215727,369.0121949204389,0.14411105645955255,1.0,0.15293325781606082,0.8470667421839391,0.42776355783513687,0.30586651563212175,0.07205552822977628,0.9893743777285915,383.105729531679,399.1014908516379,8
1724460668.3630278,-196.0,168.0,198.0,-200.0,208.0,178.0,-202.0,-188.0,2.0,0.0,0.43731179961247074,0.0388100658839058,0.43079573680246624,0.03823178551922311,0.05,0.531875,0.8615914736023456,1.0,0.4312342900907216,0.5687657099092783,0.6836596923271316,0.8624685801814433,0.4307957368011728,0.9850997324630338,404.1237434252039,356.0505582076793,0.07646357103821665,1.0,0.13621694346991128,0.8637830565300888,0.39803625255859615,0.2724338869398225,0.03823178551910832,0.9850997324630338,378.1322519965733,400.17995951821473,8
1724460668.4038386,-195.0,163.0,198.0,-200.0,209.0,173.0,-203.0,-185.0,2.0,0.0,0.43731179961247074,0.019927389733328676,0.4280944232886442,0.019507373053041482,0.05,0.531875,0.8561888465736407,1.0,0.4285860651071469,0.5714139348928531,0.6829123147320193,0.8571721302142938,0.42809442328682035,0.9789226443608005,404.1237434252039,348.09194187742986,0.039014746105916744,1.0,0.12764199019792513,0.8723580098020749,0.38187951814672205,0.2552839803958502,0.019507373052958372,0.9789226443608005,373.1621631409058,401.28045055796076,8
1724460668.4446838,-194.0,158.0,198.0,-200.0,210.0,168.0,-204.0,-182.0,2.0,0.0,0.43731179961247074,0.010016178851530713,0.4249456579157663,0.009732945042044382,0.05,0.531875,0.8498913158266568,1.0,0.425504346549332,0.5744956534506681,0.6820065424582462,0.8510086930986639,0.4249456579133284,0.9717223690051338,404.1237434252039,340.14702703389895,0.01946589008397709,1.0,0.1233514881702789,0.876648511829721,0.3735498347520737,0.24670297634055782,0.009732945041988544,0.9717223690051338,368.19560019098543,402.40278329057315,8
1724460668.4853756,-193.0,153.0,198.0,-200.0,211.0,163.0,-205.0,-179.0,2.0,0.0,0.43731179961247074,0.01,0.4213606757042233,0.009635245975014105,0.05,0.531875,0.842721351402184,1.0,0.42200274587232506,0.577997254127675,0.6809302039159386,0.84400549174465,0.421360675701092,0.96352459749425,404.1237434252039,332.2167966855379,0.019270491949885,1.0,0.1233092352845338,0.8766907647154663,0.37346696570491283,0.2466184705690675,0.0096352459749425,0.96352459749425,363.23270777836075,403.54677547962143,8
1724460668.5261967,-192.0,148.0,198.0,-200.0,212.0,158.0,-206.0,-176.0,2.0,0.0,0.43731179961247074,0.01,0.41735207554931325,0.009543581397052515,0.05,0.531875,0.8347041510908277,1.0,0.41809666093290915,0.5819033390670908,0.6796702139113415,0.8361933218658184,0.41735207554541387,0.9543581396963347,404.1237434252039,324.3023280829171,0.019087162793926693,1.0,0.12326960350378972,0.8767303964962103,0.37338922232592187,0.24653920700757936,0.009543581396963347,0.9543581396963347,358.27363843855437,404.71224345206065,8
