time_point,player1_x,plater1_y,player2_x,player2_y,stag_x,stag_y,rabbit_x,rabbit_y,value,event
1724460601.7285156,148,148,-148,-148,-148,148,148,-148,2,0
1724460601.7621508,148,148,-148,-148,-148,148,148,-148,2,0
1724460601.8131242,148,145,-153,-144,-153.0,150.0,149.0,-145.0,2,0
1724460601.858132,148,137,-158,-140,-158.0,152.0,150.0,-142.0,2,0
1724460601.8989794,148,132,-158,-140,-163.0,154.0,151.0,-139.0,2,0
1724460601.9399526,148,122,-158,-140,-167.0,157.0,152.0,-136.0,2,0
1724460601.9809213,148,117,-158,-140,-170.0,161.0,153.0,-133.0,2,0
1724460602.0259597,148,112,-158,-140,-173.0,165.0,154.0,-130.0,2,0
1724460602.0669742,148,102,-158,-140,-178.0,167.0,156.0,-128.0,2,0
1724460602.1079843,148,97,-158,-140,-182.0,170.0,157.0,-131.0,2,0
1724460602.1490273,148,92,-158,-140,-187.0,172.0,158.0,-134.0,2,0
1724460602.1896148,148,88,-158,-140,-192.0,174.0,159.0,-137.0,2,0
1724460602.230531,147,80,-158,-140,-197.0,176.0,160.0,-140.0,2,0
1724460602.2715304,146,76,-158,-140,-202.0,178.0,161.0,-143.0,2,0
1724460602.3120723,145,73,-158,-140,-207.0,179.0,162.0,-146.0,2,0
1724460602.3527746,144,70,-158,-140,-212.0,177.0,163.0,-149.0,2,0
1724460602.3939743,144,68,-158,-140,-217.0,176.0,164.0,-152.0,2,0
1724460602.434703,146,66,-158,-140,-222.0,177.0,165.0,-155.0,2,0
1724460602.475481,151,62,-158,-140,-227.0,175.0,166.0,-158.0,2,0
1724460602.516488,154,60,-158,-140,-232.0,174.0,167.0,-161.0,2,0
1724460602.5573018,158,58,-158,-140,-237.0,173.0,170.0,-162.0,2,0
1724460602.598271,167,51,-158,-140,-242.0,174.0,171.0,-165.0,2,0
1724460602.6395319,172,46,-158,-140,-247.0,172.0,170.0,-168.0,2,0
1724460602.680576,177,41,-158,-140,-252.0,171.0,169.0,-171.0,2,0
1724460602.7215939,182,36,-158,-140,-257.0,170.0,168.0,-174.0,2,0
1724460602.7628298,192,26,-159,-140,-262.0,169.0,167.0,-177.0,2,0
1724460602.8036754,197,21,-160,-140,-267.0,168.0,166.0,-180.0,2,0
1724460602.844737,202,16,-161,-140,-272.0,169.0,165.0,-183.0,2,0
1724460602.885781,207,11,-162,-139,-277.0,168.0,164.0,-186.0,2,0
1724460602.9265385,212,6,-163,-138,-282.0,167.0,163.0,-189.0,2,0
1724460602.9676611,222,-4,-165,-136,-287.0,168.0,162.0,-192.0,2,0
1724460603.0087948,227,-9,-166,-135,-292.0,167.0,161.0,-195.0,2,0
1724460603.0496929,232,-14,-167,-134,-297.0,168.0,160.0,-198.0,2,0
1724460603.0907304,237,-19,-168,-133,-302.0,167.0,157.0,-200.0,2,0
1724460603.1317399,242,-24,-168,-133,-307.0,165.0,154.0,-202.0,2,0
1724460603.1726024,252,-34,-168,-133,-312.0,164.0,151.0,-204.0,2,0
1724460603.2135358,257,-39,-167,-133,-317.0,162.0,148.0,-206.0,2,0
1724460603.2546737,262,-44,-166,-133,-322.0,160.0,145.0,-208.0,2,0
1724460603.2956123,272,-54,-161,-135,-327.0,158.0,142.0,-210.0,2,0
1724460603.336889,276,-59,-158,-136,-332.0,156.0,139.0,-212.0,2,0
1724460603.3779392,280,-64,-155,-137,-337.0,154.0,136.0,-211.0,2,0
1724460603.4187062,283,-69,-152,-138,-342.0,152.0,133.0,-210.0,2,0
1724460603.4595973,285,-74,-149,-139,-347.0,150.0,130.0,-209.0,2,0
1724460603.5007088,284,-84,-140,-142,-351.0,147.0,127.0,-211.0,2,0
1724460603.541665,283,-89,-135,-144,-353.0,142.0,124.0,-213.0,2,0
1724460603.5827656,282,-94,-130,-147,-355.0,137.0,121.0,-215.0,2,0
1724460603.623998,281,-99,-125,-150,-357.0,132.0,118.0,-217.0,2,0
1724460603.665036,279,-109,-115,-158,-359.0,127.0,115.0,-219.0,2,0
1724460603.706255,278,-114,-110,-162,-361.0,122.0,112.0,-221.0,2,0
1724460603.7476654,277,-119,-105,-166,-363.0,117.0,109.0,-223.0,2,0
1724460603.788542,275,-124,-100,-170,-365.0,112.0,106.0,-225.0,2,0
1724460603.829781,271,-134,-90,-178,-367.0,107.0,103.0,-227.0,2,0
1724460603.8708951,269,-139,-85,-182,-369.0,102.0,102.0,-230.0,2,0
1724460603.9118416,267,-144,-80,-186,-371.0,97.0,102.0,-233.0,2,0
1724460603.9529157,261,-154,-70,-194,-373.0,92.0,103.0,-236.0,2,0
1724460603.9940975,258,-159,-65,-198,-375.0,87.0,104.0,-239.0,2,0
1724460604.035154,255,-164,-60,-202,-377.0,82.0,105.0,-242.0,2,0
1724460604.0762973,251,-169,-55,-206,-379.0,77.0,106.0,-245.0,2,0
1724460604.1174214,242,-179,-45,-214,-381.0,72.0,107.0,-248.0,2,0
1724460604.1582983,237,-184,-40,-218,-383.0,67.0,110.0,-249.0,2,0
1724460604.1994205,232,-189,-35,-222,-385.0,62.0,113.0,-250.0,2,0
1724460604.2405505,227,-194,-30,-226,-387.0,57.0,116.0,-251.0,2,0
1724460604.281591,217,-204,-20,-234,-389.0,52.0,119.0,-252.0,2,0
1724460604.3227687,212,-209,-15,-238,-391.0,47.0,122.0,-251.0,2,0
1724460604.3638375,207,-214,-10,-242,-393.0,42.0,125.0,-250.0,2,3
1724460604.4046657,202,-219,-5,-246,-395.0,37.0,128.0,-249.0,2,3
1724460604.445709,197,-224,0,-250,-397.0,32.0,131.0,-248.0,2,3
1724460601.695005
