time_point,player1_x,plater1_y,player2_x,player2_y,stag_x,stag_y,rabbit_x,rabbit_y,value,event
1724460713.0449739,-302,-302,302,302,302,-302,-302,302,2,0
1724460713.0785408,-302,-302,302,302,302,-302,-302,302,2,0
1724460713.1120903,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.1456394,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.1791978,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.2127178,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.24624,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.2797942,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.313339,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.3468728,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.3803947,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.4139183,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.4474719,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.481002,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.5145307,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.548057,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.5815864,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.615104,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.6486251,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.6821673,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.71571,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.749251,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.782828,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.816414,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.8499537,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.8834753,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.9169855,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.9505105,-302,-302,297,307,302,-302,-302,302,2,0
1724460713.9839864,-302,-302,297,307,302,-302,-302,302,2,0
1724460714.0175009,-302,-302,297,307,302,-302,-302,302,2,0
1724460714.0686328,-302,-302,297,307,303.0,-297.0,-303.0,299.0,2,0
1724460714.114287,-302,-300,297,307,304.0,-292.0,-304.0,296.0,2,0
1724460714.1557763,-302,-299,297,307,305.0,-287.0,-305.0,293.0,2,0
1724460714.1970527,-302,-298,297,307,306.0,-282.0,-306.0,290.0,2,0
1724460714.2381766,-302,-297,297,307,307.0,-277.0,-307.0,287.0,2,0
1724460714.2795908,-302,-295,297,307,308.0,-272.0,-308.0,284.0,2,0
1724460714.3208716,-302,-294,297,307,309.0,-267.0,-309.0,281.0,2,0
1724460714.3621645,-302,-293,297,307,310.0,-262.0,-310.0,278.0,2,0
1724460714.4032383,-302,-292,297,307,311.0,-257.0,-311.0,275.0,2,0
1724460714.4442818,-302,-291,297,307,312.0,-252.0,-312.0,272.0,2,0
1724460714.4852297,-302,-289,297,307,313.0,-247.0,-313.0,269.0,2,0
1724460714.5262256,-302,-285,297,307,314.0,-242.0,-314.0,266.0,2,0
1724460714.5672266,-302,-283,297,307,315.0,-237.0,-315.0,263.0,2,0
1724460714.6083894,-302,-281,297,307,316.0,-232.0,-316.0,260.0,2,0
1724460714.6495655,-300,-277,297,307,317.0,-227.0,-317.0,257.0,2,0
1724460714.69066,-299,-275,297,307,318.0,-222.0,-318.0,254.0,2,0
1724460714.7320685,-298,-273,296,307,319.0,-217.0,-319.0,251.0,2,0
1724460714.7732463,-297,-271,295,307,320.0,-212.0,-320.0,248.0,2,0
1724460714.814351,-295,-266,291,307,321.0,-207.0,-321.0,245.0,2,0
1724460714.8554914,-294,-263,289,307,322.0,-202.0,-322.0,242.0,2,0
1724460714.896767,-293,-259,286,307,323.0,-197.0,-323.0,239.0,2,0
1724460714.937836,-292,-255,282,307,324.0,-192.0,-324.0,236.0,2,0
1724460714.9791534,-288,-247,272,305,325.0,-187.0,-325.0,233.0,2,0
1724460715.0202873,-286,-243,267,304,326.0,-182.0,-326.0,230.0,2,0
1724460715.0616767,-282,-237,257,302,327.0,-177.0,-327.0,227.0,2,0
1724460715.1029043,-280,-235,252,301,328.0,-172.0,-328.0,224.0,2,0
1724460715.1443582,-278,-233,247,300,329.0,-167.0,-329.0,221.0,2,0
1724460715.1855094,-276,-231,242,299,330.0,-162.0,-330.0,218.0,2,0
1724460715.227229,-272,-228,232,295,331.0,-157.0,-331.0,215.0,2,0
1724460715.2683365,-271,-227,227,293,332.0,-152.0,-332.0,212.0,2,0
1724460715.309469,-270,-226,222,291,333.0,-147.0,-333.0,209.0,2,0
1724460715.3506534,-269,-225,217,289,334.0,-142.0,-334.0,206.0,2,0
1724460715.3920007,-267,-225,207,285,335.0,-137.0,-335.0,203.0,2,0
1724460715.4329789,-266,-225,202,283,336.0,-132.0,-336.0,200.0,2,0
1724460715.4738653,-265,-225,197,281,337.0,-127.0,-337.0,197.0,2,0
1724460715.5150592,-263,-225,187,277,338.0,-122.0,-338.0,194.0,2,0
1724460715.5563393,-262,-225,182,275,339.0,-117.0,-339.0,191.0,2,0
1724460715.5973372,-261,-225,177,273,340.0,-112.0,-340.0,188.0,2,0
1724460715.6381328,-260,-225,172,271,341.0,-107.0,-341.0,185.0,2,0
1724460715.6789343,-258,-225,162,267,342.0,-102.0,-342.0,182.0,2,0
1724460715.7196252,-257,-225,157,265,343.0,-97.0,-343.0,179.0,2,0
1724460715.7604706,-256,-225,152,263,344.0,-92.0,-344.0,176.0,2,0
1724460715.8011868,-255,-225,147,260,347.0,-88.0,-345.0,173.0,2,0
1724460715.841876,-254,-226,142,257,351.0,-85.0,-346.0,170.0,2,0
1724460715.8827863,-253,-227,137,254,356.0,-83.0,-347.0,167.0,2,0
1724460715.923563,-250,-229,127,248,361.0,-81.0,-348.0,164.0,2,0
1724460715.9645157,-248,-230,122,245,366.0,-79.0,-349.0,161.0,2,0
1724460716.0054078,-245,-232,117,242,371.0,-77.0,-350.0,158.0,2,0
1724460716.046451,-242,-234,112,239,376.0,-75.0,-351.0,155.0,2,0
1724460716.0873747,-234,-240,102,233,380.0,-72.0,-352.0,152.0,2,0
1724460716.1284137,-230,-243,97,230,384.0,-69.0,-353.0,149.0,2,0
1724460716.1692164,-226,-246,92,227,388.0,-66.0,-354.0,146.0,2,0
1724460716.2101834,-218,-255,82,221,392.0,-63.0,-355.0,143.0,2,0
1724460716.2512357,-214,-260,77,218,395.0,-59.0,-356.0,140.0,2,0
1724460716.2921965,-209,-265,72,215,399.0,-56.0,-357.0,137.0,2,0
1724460716.3330996,-204,-270,67,212,403.0,-53.0,-358.0,134.0,2,0
1724460716.3740096,-194,-280,57,206,406.0,-49.0,-359.0,131.0,2,0
1724460716.4148145,-189,-285,52,203,409.0,-45.0,-360.0,128.0,2,0
1724460716.4556303,-184,-290,47,200,412.0,-41.0,-361.0,125.0,2,0
1724460716.496541,-174,-300,37,194,415.0,-37.0,-362.0,122.0,2,0
1724460716.537384,-169,-305,32,191,418.0,-33.0,-363.0,119.0,2,0
1724460716.5783143,-164,-310,27,188,421.0,-29.0,-364.0,116.0,2,0
1724460716.6189666,-159,-315,22,185,424.0,-25.0,-365.0,113.0,2,0
1724460716.6597075,-154,-320,17,182,427.0,-21.0,-366.0,110.0,2,0
1724460716.700592,-144,-330,7,176,430.0,-17.0,-367.0,107.0,2,0
1724460716.7414346,-139,-335,2,173,433.0,-13.0,-368.0,104.0,2,0
1724460716.782104,-134,-340,-3,170,430.0,-9.0,-369.0,101.0,2,0
1724460716.8227844,-129,-345,-8,167,427.0,-5.0,-370.0,98.0,2,0
1724460716.8637471,-119,-355,-18,161,423.0,-2.0,-371.0,95.0,2,0
1724460716.9046018,-119,-355,-18,161,423.0,3.0,-372.0,92.0,2,0
1724460716.945578,-109,-365,-28,155,423.0,-2.0,-373.0,89.0,2,0
1724460716.9862306,-104,-370,-33,152,419.0,1.0,-374.0,86.0,2,0
1724460717.0271769,-99,-375,-38,149,423.0,-2.0,-375.0,83.0,2,0
1724460717.0682054,-89,-385,-48,143,419.0,1.0,-376.0,80.0,2,0
1724460717.1090465,-84,-390,-53,140,423.0,-2.0,-377.0,77.0,2,0
1724460717.1502252,-79,-395,-58,137,419.0,1.0,-378.0,74.0,2,0
1724460717.1911108,-74,-400,-63,134,414.0,0.0,-379.0,71.0,2,0
1724460717.2333236,-64,-410,-73,128,419.0,0.0,-380.0,68.0,2,0
1724460717.2744133,-59,-415,-78,125,414.0,1.0,-381.0,65.0,2,0
1724460717.315149,-54,-420,-83,122,419.0,-0.0,-382.0,62.0,2,0
1724460717.355858,-49,-425,-88,119,414.0,1.0,-383.0,59.0,2,0
1724460717.3966916,-39,-435,-98,113,419.0,-0.0,-384.0,56.0,2,0
1724460717.4374824,-34,-440,-103,110,414.0,1.0,-385.0,53.0,2,0
1724460717.4781945,-29,-445,-108,107,419.0,-0.0,-386.0,50.0,2,0
1724460717.5190835,-24,-450,-113,104,414.0,1.0,-387.0,47.0,2,0
1724460717.5599174,-14,-460,-123,98,419.0,-0.0,-388.0,44.0,2,0
1724460717.6007054,-9,-465,-128,95,414.0,1.0,-389.0,41.0,2,0
1724460717.6412601,-4,-470,-133,92,419.0,-0.0,-390.0,38.0,2,0
1724460717.6822233,1,-475,-138,89,414.0,1.0,-391.0,35.0,2,0
1724460717.722993,6,-480,-143,86,419.0,-0.0,-394.0,33.0,2,0
1724460717.7638004,16,-490,-153,80,414.0,1.0,-397.0,31.0,2,0
1724460717.8046749,21,-495,-158,78,419.0,-0.0,-400.0,29.0,2,0
1724460717.8455956,26,-500,-163,76,414.0,1.0,-403.0,27.0,2,0
1724460717.886441,31,-505,-168,74,419.0,1.0,-406.0,25.0,2,0
1724460717.9274166,40,-510,-178,70,414.0,0.0,-409.0,23.0,2,0
1724460717.9685829,44,-510,-183,68,419.0,1.0,-412.0,21.0,2,0
1724460718.0095084,47,-510,-188,66,414.0,0.0,-415.0,19.0,2,0
1724460718.0505638,49,-510,-193,64,419.0,1.0,-418.0,17.0,2,0
1724460718.0916293,51,-510,-203,60,414.0,0.0,-421.0,15.0,2,0
1724460718.1327713,51,-510,-208,58,419.0,1.0,-424.0,13.0,2,0
1724460718.1737103,51,-510,-213,56,414.0,0.0,-427.0,11.0,2,0
1724460718.2146013,51,-510,-218,54,419.0,1.0,-430.0,9.0,2,0
1724460718.2555056,49,-510,-223,52,414.0,0.0,-433.0,7.0,2,0
1724460718.2964401,45,-510,-233,48,419.0,1.0,-436.0,5.0,2,0
1724460718.3378682,45,-510,-233,48,414.0,0.0,-439.0,3.0,2,0
1724460718.3786793,37,-510,-243,44,419.0,1.0,-442.0,1.0,2,0
1724460718.4196534,33,-510,-248,42,414.0,0.0,-445.0,-1.0,2,0
1724460718.4608564,23,-510,-258,38,419.0,1.0,-448.0,-3.0,2,0
1724460718.5018654,18,-510,-263,36,414.0,0.0,-451.0,-5.0,2,0
1724460718.5441098,13,-510,-268,34,419.0,1.0,-454.0,-7.0,2,0
1724460718.5852833,8,-510,-273,32,414.0,0.0,-457.0,-9.0,2,0
1724460718.626656,-2,-510,-283,28,419.0,1.0,-460.0,-11.0,2,0
1724460718.6676943,-7,-510,-288,26,414.0,0.0,-463.0,-13.0,2,0
1724460718.7091177,-12,-510,-293,24,419.0,1.0,-466.0,-15.0,2,0
1724460718.7501678,-17,-510,-298,22,414.0,0.0,-469.0,-17.0,2,0
1724460718.791186,-22,-510,-303,20,419.0,1.0,-472.0,-19.0,2,0
1724460718.8324814,-32,-510,-313,16,414.0,0.0,-475.0,-21.0,2,0
1724460718.8736258,-37,-510,-318,14,419.0,1.0,-478.0,-23.0,2,0
1724460718.9150991,-42,-510,-323,12,414.0,0.0,-481.0,-25.0,2,0
1724460718.956494,-47,-510,-328,10,419.0,1.0,-484.0,-27.0,2,0
1724460718.997769,-57,-510,-338,6,414.0,0.0,-487.0,-29.0,2,0
1724460719.0391078,-62,-510,-343,4,419.0,1.0,-490.0,-31.0,2,0
1724460719.0805516,-67,-510,-348,2,414.0,0.0,-493.0,-33.0,2,0
1724460719.1216683,-72,-510,-353,0,419.0,1.0,-496.0,-35.0,2,0
1724460719.163111,-82,-510,-363,-4,414.0,0.0,-499.0,-37.0,2,0
1724460719.2043254,-87,-510,-368,-6,419.0,1.0,-502.0,-39.0,2,0
1724460719.24577,-92,-510,-373,-8,414.0,0.0,-505.0,-41.0,2,0
1724460719.2865312,-97,-510,-378,-10,419.0,1.0,-508.0,-43.0,2,0
1724460719.3275113,-107,-510,-388,-14,414.0,0.0,-511.0,-45.0,2,0
1724460719.3681831,-112,-510,-393,-16,419.0,1.0,-514.0,-47.0,2,0
1724460719.4091978,-117,-510,-398,-18,414.0,0.0,-517.0,-49.0,2,0
1724460719.4500723,-122,-510,-403,-20,419.0,1.0,-520.0,-51.0,2,0
