time_point,player1_x,plater1_y,player2_x,player2_y,stag_x,stag_y,rabbit_x,rabbit_y,value,event
1724460591.5322218,-198,198,198,-198,198,198,-198,-198,2,0
1724460591.5658317,-198,198,198,-198,198,198,-198,-198,2,0
1724460591.617824,-197,194,198,-198,199.0,193.0,-197.0,-195.0,2,0
1724460591.6631596,-197,194,198,-198,200.0,188.0,-196.0,-192.0,2,0
1724460591.7036707,-197,193,198,-198,201.0,183.0,-197.0,-189.0,2,0
1724460591.7442713,-197,192,198,-198,202.0,178.0,-196.0,-186.0,2,0
1724460591.7852752,-197,189,198,-198,203.0,173.0,-197.0,-183.0,2,0
1724460591.8310041,-197,187,198,-198,204.0,168.0,-196.0,-180.0,2,0
1724460591.8720803,-197,184,198,-198,205.0,163.0,-197.0,-177.0,2,0
1724460591.9129527,-197,177,198,-198,206.0,158.0,-198.0,-174.0,2,0
1724460591.9539566,-197,173,198,-198,207.0,153.0,-199.0,-171.0,2,0
1724460591.9950786,-196,168,198,-198,210.0,149.0,-200.0,-168.0,2,0
1724460592.0359497,-195,163,198,-198,215.0,147.0,-201.0,-165.0,2,0
1724460592.076959,-194,158,198,-198,220.0,147.0,-202.0,-162.0,2,0
1724460592.1176162,-192,150,198,-198,225.0,147.0,-203.0,-159.0,2,0
1724460592.158126,-191,146,198,-198,230.0,146.0,-204.0,-156.0,2,0
1724460592.1990921,-190,143,198,-198,235.0,146.0,-205.0,-153.0,2,0
1724460592.2401812,-189,140,198,-198,240.0,146.0,-206.0,-150.0,2,0
1724460592.2811027,-187,137,198,-198,245.0,145.0,-207.0,-147.0,2,0
1724460592.3222902,-187,136,198,-198,250.0,145.0,-208.0,-144.0,2,0
1724460592.3631582,-187,136,198,-198,255.0,145.0,-209.0,-141.0,2,0
1724460592.403827,-187,136,198,-198,260.0,144.0,-210.0,-138.0,2,0
1724460592.4450421,-187,136,198,-198,265.0,144.0,-211.0,-135.0,2,0
1724460592.485911,-187,136,198,-199,270.0,142.0,-212.0,-132.0,2,0
1724460592.5265644,-187,136,198,-200,275.0,141.0,-213.0,-129.0,2,0
1724460592.567759,-187,136,198,-201,280.0,140.0,-214.0,-126.0,2,0
1724460592.608711,-187,136,198,-202,285.0,139.0,-215.0,-123.0,2,0
1724460592.6497407,-188,136,198,-204,290.0,137.0,-216.0,-120.0,2,0
1724460592.690904,-189,137,198,-205,295.0,136.0,-217.0,-117.0,2,0
1724460592.7316256,-191,138,199,-206,300.0,134.0,-218.0,-114.0,2,0
1724460592.7725668,-194,139,200,-207,305.0,133.0,-219.0,-111.0,2,0
1724460592.8138518,-198,140,201,-209,310.0,131.0,-220.0,-108.0,2,0
1724460592.8548608,-206,142,203,-213,315.0,129.0,-221.0,-105.0,2,0
1724460592.8956711,-210,143,203,-215,320.0,127.0,-222.0,-102.0,2,0
1724460592.93667,-214,144,202,-217,325.0,125.0,-223.0,-99.0,2,0
1724460592.9776766,-222,146,199,-219,330.0,123.0,-224.0,-96.0,2,0
1724460593.018621,-225,147,196,-220,335.0,121.0,-223.0,-93.0,2,0
1724460593.0596824,-227,148,192,-221,340.0,119.0,-220.0,-92.0,2,0
1724460593.1007252,-227,149,187,-222,345.0,117.0,-217.0,-91.0,2,0
1724460593.1415606,-226,150,182,-223,350.0,115.0,-214.0,-90.0,2,0
1724460593.1824725,-224,150,172,-225,354.0,112.0,-211.0,-90.0,2,0
1724460593.2235005,-223,150,167,-226,357.0,108.0,-208.0,-90.0,2,0
1724460593.264457,-222,150,162,-226,361.0,105.0,-205.0,-90.0,2,0
1724460593.3056095,-222,150,157,-226,365.0,102.0,-202.0,-89.0,2,0
1724460593.3466887,-222,150,147,-226,369.0,99.0,-199.0,-89.0,2,0
1724460593.3875442,-221,150,142,-226,372.0,95.0,-196.0,-89.0,2,0
1724460593.4287555,-220,149,137,-226,375.0,91.0,-193.0,-90.0,2,0
1724460593.4697506,-218,148,132,-226,379.0,88.0,-190.0,-90.0,2,0
1724460593.5106516,-215,147,127,-225,383.0,85.0,-187.0,-91.0,2,0
1724460593.551796,-205,145,117,-223,387.0,82.0,-185.0,-93.0,2,0
1724460593.5928733,-200,143,112,-222,390.0,78.0,-183.0,-95.0,2,0
1724460593.6337018,-195,141,107,-220,393.0,74.0,-181.0,-97.0,2,0
1724460593.674791,-190,139,102,-218,397.0,71.0,-178.0,-98.0,2,0
1724460593.7165694,-180,135,92,-214,401.0,68.0,-177.0,-101.0,2,0
1724460593.7576053,-175,133,87,-212,404.0,64.0,-180.0,-103.0,2,0
1724460593.7987266,-170,131,82,-210,407.0,60.0,-183.0,-105.0,2,0
1724460593.8397138,-165,129,77,-208,410.0,56.0,-186.0,-106.0,2,0
1724460593.880616,-155,127,67,-204,413.0,52.0,-189.0,-106.0,2,0
1724460593.9217265,-150,126,62,-202,416.0,48.0,-192.0,-106.0,2,0
1724460593.9626708,-145,126,57,-200,419.0,44.0,-195.0,-105.0,2,0
1724460594.0034447,-140,126,52,-198,422.0,40.0,-198.0,-103.0,2,0
1724460594.044567,-135,126,47,-196,425.0,36.0,-201.0,-101.0,2,0
1724460594.0855422,-125,126,37,-192,428.0,32.0,-204.0,-99.0,2,0
1724460594.1263745,-120,126,32,-190,431.0,28.0,-207.0,-97.0,2,0
1724460594.1674092,-115,126,27,-188,434.0,24.0,-210.0,-95.0,2,0
1724460594.2082694,-110,126,22,-186,437.0,20.0,-213.0,-93.0,2,0
1724460594.2490997,-105,126,17,-184,435.0,15.0,-216.0,-91.0,2,0
1724460594.290026,-100,125,12,-182,432.0,11.0,-219.0,-89.0,2,0
1724460594.3310094,-90,123,2,-178,428.0,8.0,-222.0,-87.0,2,0
1724460594.3717368,-85,122,-3,-176,425.0,4.0,-225.0,-85.0,2,0
1724460594.4126844,-75,120,-13,-172,421.0,1.0,-228.0,-83.0,2,0
1724460594.453895,-70,119,-18,-170,425.0,4.0,-231.0,-81.0,2,0
1724460594.49463,-65,117,-23,-168,421.0,1.0,-234.0,-79.0,2,0
1724460594.5355413,-60,115,-28,-166,424.0,-3.0,-237.0,-77.0,2,0
1724460594.576612,-50,111,-38,-162,421.0,1.0,-240.0,-75.0,2,0
1724460594.6174462,-45,109,-43,-160,425.0,4.0,-243.0,-73.0,2,0
1724460594.65846,-40,107,-48,-158,421.0,1.0,-246.0,-71.0,2,0
1724460594.6993473,-35,105,-53,-156,424.0,-3.0,-249.0,-69.0,2,0
