time_point,player1_x,player1_y,player2_x,player2_y,stag_x,stag_y,rabbit_x,rabbit_y,value,event,p1_belief_p2_stag,p2_belief_p1_stag,p1_coord_prob,p2_coord_prob,p1_cross_trial_expectation,p2_cross_trial_expectation,p1_EU_stag,p1_EU_rabbit,p1_P_choose_stag,p1_P_choose_rabbit,p1_choice_entropy,p1_goal_conflict,p1_P_coord,p1_timing_alignment,p1_dist_to_stag,p1_dist_to_rabbit,p2_EU_stag,p2_EU_rabbit,p2_P_choose_stag,p2_P_choose_rabbit,p2_choice_entropy,p2_goal_conflict,p2_P_coord,p2_timing_alignment,p2_dist_to_stag,p2_dist_to_rabbit,trial_num
1724460684.8778818,-160.0,-160.0,160.0,160.0,160.0,-160.0,-160.0,160.0,2.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,320.0,320.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,320.0,320.0,10
1724460684.9114783,-160.0,-160.0,160.0,160.0,160.0,-160.0,-160.0,160.0,2.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,320.0,320.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,320.0,320.0,10
1724460684.962183,-162.0,-168.0,152.0,162.0,163.0,-164.0,-161.0,157.0,2.0,0.0,0.2351682776373836,0.7061180488696407,0.23516123458371943,0.7060969013434463,0.5,0.5,0.47032246916743603,1.0,0.2574327225406894,0.7425672774593106,0.5703544604989685,0.5148654450813788,0.23516123458371802,0.9999700510045983,325.0246144525057,325.00153845789714,1.412193802686884,1.0,0.6951669123905677,0.30483308760943223,0.6149039194715376,0.6096661752188646,0.706096901343442,0.9999700510045983,326.18553002854065,313.0399335548102,10
1724460685.0071695,-162.0,-169.0,149.0,162.0,166.0,-168.0,-162.0,154.0,2.0,0.0,0.11785433649157552,0.8636934209818128,0.11783879538629126,0.8635795282665476,0.5,0.5,0.2356775907725763,1.0,0.178192051550407,0.8218079484495929,0.46864090667197844,0.35638410310081403,0.11783879538628815,0.9998681329363855,328.0015243867016,323.0,1.7271590565330497,1.0,0.8106621063495627,0.18933789365043735,0.4852614779967899,0.3786757873008746,0.8635795282665248,0.9998681329363855,330.4375886608544,311.1028768751585,10
1724460685.047978,-162.0,-171.0,146.0,162.0,171.0,-170.0,-163.0,151.0,2.0,0.0,0.056914927028184424,0.9374043199982031,0.056914922234060146,0.937404241037673,0.5,0.5,0.11382984446812029,1.0,0.14525152977870978,0.8547484702212903,0.4143831814729938,0.2905030595574195,0.056914922234060146,0.9999999157668378,333.0015014981164,322.001552791287,1.874808482075346,1.0,0.8519044834401625,0.14809551655983755,0.4193912949635229,0.2961910331196751,0.937404241037673,0.9999999157668378,332.93993452273037,309.19573088902763,10
1724460685.0887191,-162.0,-175.0,140.0,162.0,176.0,-172.0,-164.0,148.0,2.0,0.0,0.026831439827614156,0.971144118914493,0.02682886330283931,0.971050863505972,0.5,0.5,0.05365772660567759,1.0,0.13093868203061793,0.869061317969382,0.38816721453253156,0.26187736406123596,0.026828863302838794,0.9999039736670147,338.0133133472704,323.0061918911153,1.9421017270119068,1.0,0.8680931982203032,0.1319068017796968,0.38999545018665566,0.26381360355939365,0.9710508635059534,0.9999039736670147,335.9345174286203,304.32219767871027,10
1724460685.1294105,-162.0,-178.0,137.0,162.0,181.0,-170.0,-165.0,145.0,2.0,0.0,0.012435220186533688,0.9865098348232775,0.012416696899103737,0.9850403469534372,0.5,0.5,0.024833393798200074,1.0,0.12451702931239356,0.8754829706876065,0.3758292759796712,0.249034058624787,0.012416696899100037,0.9985104174147467,343.09328177625395,323.0139315880973,1.9700806939062872,1.0,0.8743698725548709,0.12563012744512908,0.3779945199205495,0.25126025489025827,0.9850403469531436,0.9985104174147467,334.90297102295165,302.4780983806927,10
1724460685.1701822,-162.0,-181.0,134.0,162.0,186.0,-168.0,-166.0,142.0,2.0,0.0,0.01,0.99,0.0099554741070957,0.9855919366024742,0.5,0.5,0.01991094821417363,1.0,0.12344777396641,0.8765522260335901,0.37373861490932286,0.24689554793281998,0.009955474107086816,0.9955474107086815,348.2427314388629,323.02476685232665,1.9711838732031892,1.0,0.8746120347425415,0.12538796525745846,0.3775244191197089,0.250775930514917,0.9855919366015946,0.9955474107086815,334.0718485595576,300.66592756745814,10
1724460685.210984,-162.0,-189.0,128.0,162.0,191.0,-166.0,-167.0,139.0,2.0,0.0,0.01,0.99,0.009913668022591403,0.9814531342365489,0.5,0.5,0.019827336045148424,1.0,0.12342968002421935,0.8765703199757806,0.3737031460471915,0.24685936004843878,0.009913668022574212,0.9913668022574211,353.74849823002785,328.03810754240124,1.9629062684696938,1.0,0.8727852061981431,0.12721479380185682,0.38105763901351014,0.2544295876037137,0.9814531342348469,0.9913668022574211,333.99550895184206,295.8952517361507,10
1724460685.251623,-162.0,-193.0,125.0,162.0,196.0,-164.0,-168.0,136.0,2.0,0.0,0.01,0.99,0.009856196567632824,0.9757634601956495,0.5,0.5,0.01971239313520854,1.0,0.12340480972835358,0.8765951902716463,0.37365438882030566,0.2468096194567072,0.00985619656760427,0.9856196567604271,359.17266042949313,329.05470669783773,1.9515269203856456,1.0,0.870236769874554,0.12976323012544594,0.3859363683594279,0.259526460250892,0.9757634601928228,0.9856196567604271,333.6420237320233,294.15132160165456,10
