time_point,player1_x,player1_y,player2_x,player2_y,stag_x,stag_y,rabbit_x,rabbit_y,value,event,p1_belief_p2_stag,p2_belief_p1_stag,p1_coord_prob,p2_coord_prob,p1_cross_trial_expectation,p2_cross_trial_expectation,p1_EU_stag,p1_EU_rabbit,p1_P_choose_stag,p1_P_choose_rabbit,p1_choice_entropy,p1_goal_conflict,p1_P_coord,p1_timing_alignment,p1_dist_to_stag,p1_dist_to_rabbit,p2_EU_stag,p2_EU_rabbit,p2_P_choose_stag,p2_P_choose_rabbit,p2_choice_entropy,p2_goal_conflict,p2_P_coord,p2_timing_alignment,p2_dist_to_stag,p2_dist_to_rabbit,trial_num
1724460656.5648544,-251.0,251.0,251.0,-251.0,251.0,251.0,-251.0,-251.0,2.0,0.0,0.5,0.5,0.5,0.5,0.07375000000000001,0.07375000000000001,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,502.0,502.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,502.0,502.0,7
1724460656.5984397,-251.0,251.0,251.0,-251.0,251.0,251.0,-251.0,-251.0,2.0,0.0,0.5,0.5,0.5,0.5,0.07375000000000001,0.07375000000000001,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,502.0,502.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,502.0,502.0,7
1724460656.6320102,-251.0,251.0,251.0,-251.0,251.0,251.0,-251.0,-251.0,2.0,0.0,0.5,0.5,0.5,0.5,0.07375000000000001,0.07375000000000001,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,502.0,502.0,1.0,1.0,0.5,0.5,0.6931471803599453,1.0,0.5,1.0,502.0,502.0,7
1724460656.6816015,-252.0,247.0,246.0,-254.0,252.0,246.0,-250.0,-248.0,2.0,0.0,0.27249330551072887,0.30061664226225443,0.272398124044311,0.30051163736025693,0.07375000000000001,0.07375000000000001,0.544796248088584,1.0,0.2869164565996607,0.7130835434003393,0.5993675886210139,0.5738329131993214,0.272398124044292,0.9996507016337209,504.0009920625157,495.0040403875508,0.6010232747204719,1.0,0.3104634657596767,0.6895365342403234,0.6194709901575295,0.6209269315193533,0.30051163736023595,0.9996507016337209,500.0359987040933,496.0362889950694,7
1724460656.7267003,-253.0,245.0,246.0,-254.0,253.0,241.0,-249.0,-245.0,2.0,0.0,0.27249330551072887,0.16852076617966358,0.271766053763253,0.16807100459208835,0.07375000000000001,0.07375000000000001,0.5435321075262155,1.0,0.2863994607019353,0.7136005392980647,0.5988962582383011,0.5727989214038707,0.27176605376310775,0.9973311206810823,506.01581002968675,490.0163262586258,0.336142009183997,1.0,0.20953741960324557,0.7904625803967543,0.5133431406366812,0.41907483920649125,0.1680710045919985,0.9973311206810823,495.04949247524735,495.08181142110243,7
1724460656.7672737,-254.0,243.0,246.0,-254.0,254.0,236.0,-248.0,-242.0,2.0,0.0,0.27249330551072887,0.09685802820641984,0.27054209379839783,0.09616446797852568,0.07375000000000001,0.07375000000000001,0.541084187596018,1.0,0.2853999216311101,0.71460007836889,0.5979812973153891,0.5707998432622201,0.270542093798009,0.9928394141314306,508.0482260573301,485.03711198216575,0.19232893595677492,1.0,0.16584824979566815,0.834151750204332,0.4492416030580302,0.3316964995913362,0.09616446797838746,0.9928394141314306,490.0653017711007,494.1457274934187,7
1724460656.8076265,-255.0,241.0,246.0,-254.0,255.0,231.0,-247.0,-239.0,2.0,0.0,0.27249330551072887,0.05654863277972184,0.2687304968142147,0.0557677633679001,0.07375000000000001,0.07375000000000001,0.5374609936269347,1.0,0.2839243450432158,0.7160756549567842,0.5966216229388305,0.5678486900864317,0.26873049681346733,0.9861911884763225,510.09802979427394,480.0666620376799,0.11153552673549001,1.0,0.1446827613661965,0.8553172386338035,0.4133738260610129,0.289365522732393,0.055767763367745006,0.9861911884763225,485.0834979671026,493.22814193839343,7
1724460656.8483534,-257.0,237.0,246.0,-254.0,256.0,226.0,-246.0,-236.0,2.0,0.0,0.27249330551072887,0.033285563874227916,0.2659727484995201,0.03248906571261129,0.07375000000000001,0.07375000000000001,0.5319454969964635,1.0,0.28168697486233757,0.7183130251376625,0.594539550625636,0.563373949724675,0.26597274849823177,0.9760707625448788,513.117920170403,473.12788968734446,0.06497813142490783,1.0,0.1335366618616798,0.8664633381383202,0.39305487900064306,0.26707332372335957,0.03248906571245391,0.9760707625448788,480.10415536631217,492.32915818586247,7
1724460656.8890882,-258.0,235.0,246.0,-254.0,257.0,221.0,-245.0,-233.0,2.0,0.0,0.27249330551072887,0.0196534132097508,0.26294544381251644,0.018964779516997078,0.07375000000000001,0.07375000000000001,0.5258908876212814,1.0,0.2792432925061858,0.7207567074938142,0.5922372151329658,0.5584865850123717,0.2629454438106407,0.9649611146145672,515.190256119038,468.1805207395968,0.03792955903372359,1.0,0.12740051533911942,0.8725994846608806,0.38141514861494424,0.2548010306782389,0.018964779516861794,0.9649611146145672,475.1273513490883,491.4488783179793,7
1724460656.9298754,-259.0,233.0,246.0,-254.0,258.0,216.0,-244.0,-230.0,2.0,0.0,0.27249330551072887,0.01162033479925125,0.25937141545907416,0.01106075864631274,0.07375000000000001,0.07375000000000001,0.518742830913028,1.0,0.27637506500688147,0.7236249349931185,0.5894970290008925,0.5527501300137629,0.259371415456514,0.951845092012001,517.2794215895312,463.24291683737596,0.022121517292407127,1.0,0.12392697533445737,0.8760730246655425,0.37467687504297714,0.2478539506689149,0.011060758646203563,0.951845092012001,470.15316653192923,490.5874030180555,7
